Cluster,FIPS Code
0,4021
0,21145
0,40007
0,35021
0,49009
0,15007
0,31057
0,16073
0,13097
0,42103
0,13009
0,27131
0,17047
0,24037
0,38083
0,51025
0,27029
0,30011
0,38031
0,48421
0,53015
0,20189
0,20075
0,39133
0,17175
0,5007
0,21221
0,36013
0,48299
0,30077
0,27061
0,13151
0,19027
0,13145
0,34011
0,56041
0,37053
0,5145
0,48017
0,8063
0,27015
0,38019
0,20207
0,28061
0,38053
0,5027
0,38077
0,24029
0,47165
0,31143
0,19121
0,27069
0,48345
0,17179
0,28005
0,17133
0,13023
0,21049
0,30069
0,1027
0,45083
0,32029
0,19171
0,2070
0,30039
0,28115
0,1033
0,31017
0,46029
0,1071
0,39035
0,45047
0,8043
0,13275
0,37153
0,40061
0,37033
0,13075
0,19145
0,37157
0,20101
0,38009
0,28081
0,37037
0,48417
0,40113
0,13273
0,40041
0,48275
0,1099
0,53049
0,16047
0,18083
0,19181
0,49041
0,48409
0,16029
0,29159
0,47023
0,5023
0,5127
0,13311
0,1019
0,51131
0,18089
0,40029
0,30051
0,1047
0,17005
0,8025
0,28131
0,37105
0,38011
0,36025
0,56009
0,16063
0,51137
0,21015
0,21195
0,38037
0,5051
0,28147
0,13243
0,28153
0,28159
0,1085
0,48435
0,51067
0,12037
0,21151
0,19083
0,47189
0,13099
0,53007
0,54079
0,24045
0,12039
0,1017
0,51113
0,30101
0,22097
0,16087
0,31165
0,17083
0,27079
0,19069
0,48055
0,36113
0,31115
0,27093
0,49031
0,2232
0,1065
0,55009
0,48291
0,26067
0,45017
0,13019
0,27075
0,51031
0,31099
0,1077
0,13029
0,36039
0,37199
0,31171
0,28029
0,17103
0,17201
0,48371
0,16055
0,30009
0,30021
0,32033
0,46121
0,55055
0,27049
0,55095
0,45071
0,13247
0,48385
0,51590
0,28025
0,53069
0,56043
0,28065
0,51089
0,20023
0,17137
0,48097
0,1073
0,47183
0,1009
0,19035
0,48287
0,51109
0,38057
0,46045
0,28007
0,27151
0,8099
0,47171
0,20105
0,48021
0,13313
0,37057
0,20047
0,13027
0,48217
0,36033
0,27035
0,28123
0,37087
0,20153
0,31091
0,31081
0,48459
0,13241
0,19057
0,21037
0,19029
0,48325
0,13085
0,51685
0,1001
0,5019
0,5011
0,48447
0,48483
0,38001
0,1067
0,35009
0,26147
0,36081
0,48315
0,13133
0,26075
0,19183
0,48227
0,37165
0,53019
0,40089
0,22069
0,29037
0,10005
0,13177
0,40121
0,37175
0,48235
0,40055
0,46117
0,48005
0,48119
0,46023
0,48101
0,8033
0,38005
0,20067
0,35051
0,21071
0,36077
0,40123
0,13015
0,19031
0,13021
0,51191
0,48145
0,22073
0,16069
0,35007
0,51185
0,45007
0,20169
0,49017
0,30095
0,46021
0,36047
0,20209
0,37139
0,13087
0,17191
0,53047
0,1091
0,13227
0,20069
0,51069
0,17127
0,20155
0,1113
0,1109
0,6093
0,38085
0,8123
0,31035
0,13321
0,55015
0,27089
0,19139
0,28015
0,45059
0,1125
0,18127
0,48143
0,16071
0,31135
0,31145
0,40025
0,37075
0,55125
0,13047
0,46035
0,51149
0,46061
0,27135
0,54045
0,51165
0,8103
0,13281
0,2060
0,17027
0,35057
0,47047
0,28091
0,56031
0,36023
0,36007
0,38079
0,22089
0,13045
0,32007
0,55007
0,31013
0,20109
0,35039
0,4011
0,20185
0,26121
0,29043
0,20007
0,17115
0,23019
0,48331
0,21205
0,48441
0,30055
0,12127
0,45087
0,13037
0,26115
0,51790
0,48075
0,13091
0,36043
0,53013
0,51007
0,13261
0,21041
0,20015
0,20123
0,27083
0,26005
0,36101
0,56023
0,22055
0,51117
0,48301
0,38027
0,17033
0,41055
0,23031
0,19059
0,46075
0,37177
0,28041
0,39123
0,37187
0,28033
0,17129
0,4012
0,20121
0,5123
0,21021
0,37073
0,48387
0,36095
0,24009
0,45075
0,16049
0,37113
0,51093
0,28085
0,29023
0,26007
0,48031
0,48383
0,48173
0,5139
0,27063
0,29101
0,28035
0,41057
0,13201
0,55087
0,48355
0,28047
0,45003
0,48107
0,19033
0,17081
0,38043
0,35047
0,31009
0,5125
0,46093
0,48071
0,26087
0,29065
0,37025
0,13257
0,37179
0,29099
0,51036
0,48193
0,16041
0,35019
0,32021
0,1133
0,26049
0,1061
0,30007
0,48015
0,48201
0,37195
0,27113
0,1069
0,16015
0,37083
0,27137
0,53043
0,19167
0,40059
0,45091
0,21143
0,13197
0,38087
0,27167
0,55101
0,19087
0,5091
0,13297
0,49007
0,48205
0,13305
0,17091
0,17159
0,26091
0,34015
0,30059
0,35006
0,56035
0,42089
0,40099
0,31137
0,38059
0,16003
0,48093
0,51155
0,17157
0,8075
0,55085
0,51195
0,1087
0,41015
0,37197
0,18097
0,12071
0,37017
0,36015
0,19025
0,41037
0,31117
0,31037
0,20201
0,2280
0,20057
0,13081
0,18005
0,51009
0,27121
0,31157
0,1051
0,48367
0,38105
0,29510
0,56011
0,13199
0,47145
0,19149
0,13153
0,42129
0,19075
0,19193
0,48429
0,35053
0,26105
0,45045
0,37137
0,45039
0,48499
0,36051
0,45023
0,27057
0,37127
0,37191
0,13017
0,37111
0,33019
0,48211
0,38095
0,12047
0,45051
0,23011
0,31059
0,20119
0,53041
0,22109
