Less than High School,High School,Some College,Bachelors or Above
75.24712918660286,15.340430622009572,4.903827751196176,4.512200956937793
60.502002861230324,25.551931330472122,7.829184549356228,6.115450643776816
47.99129129129134,35.29444444444443,9.66246246246247,7.0548048048047995
40.23425605536333,36.26245674740484,12.673356401384073,10.83010380622837
29.506382978723405,35.414893617021285,17.110638297872338,17.974468085106388
25.532142857142862,29.817857142857147,17.55714285714286,27.099999999999994
