0,8005
0,8019
0,8059
0,8067
0,13113
0,27109
0,51199
0,48121
1,13089
1,28089
1,35049
1,37119
1,48157
2,28105
2,34021
2,37189
3,2020
3,2220
3,16001
3,38015
3,38017
3,38035
3,41005
3,48381
3,16081
3,51810
3,53067
3,49051
3,8041
3,49005
3,49035
3,53031
4,1087
4,8109
4,28021
4,48173
5,2090
5,6057
5,53061
5,6017
5,13053
5,53029
5,53035
5,8039
6,21053
6,21063
6,21129
6,21131
6,21109
6,21121
6,21147
7,29089
7,42069
7,42125
7,42001
7,42133
8,22125
8,28135
8,48127
8,48165
9,21159
9,48505
9,51027
10,19101
10,42017
10,50015
10,50023
10,50025
10,18157
10,33009
10,50027
11,16057
11,20161
11,30031
11,8069
11,55025
11,17043
11,20045
11,50007
11,12073
11,13067
11,51095
11,12001
11,26125
11,25007
11,27053
11,46027
11,17019
11,55089
12,48167
12,53007
12,53071
13,4001
13,6039
13,53021
13,4027
13,6047
13,16033
13,6011
14,2201
14,17011
14,17053
14,17123
14,17175
14,17177
14,19045
14,19057
14,19067
14,19069
14,19081
14,19087
14,19145
14,19151
14,19155
14,19171
14,19197
14,20039
14,20041
14,20059
14,20077
14,20141
14,20163
14,26053
14,27043
14,27161
14,30007
14,31003
14,31011
14,31021
14,31027
14,31061
14,31069
14,31077
14,31089
14,31095
14,31121
14,31129
14,31181
14,40053
14,46055
14,55017
14,55095
14,55129
14,56031
14,16049
14,17049
14,17073
14,19025
14,19091
14,20137
14,20143
14,20147
14,20183
14,20191
14,20195
14,26115
14,26155
14,27017
14,27063
14,27085
14,27091
14,27157
14,30055
14,31029
14,31083
14,31175
14,32017
14,36037
14,41023
14,46119
14,56045
14,16037
14,17001
14,19075
14,19083
14,19129
14,19187
14,20029
14,20109
14,20135
14,20199
14,26091
14,26137
14,27021
14,27077
14,27079
14,29037
14,30033
14,31141
14,31155
14,41057
14,46101
14,46125
14,55021
14,55055
14,56011
14,20027
14,27075
14,30027
14,30095
14,46029
14,46075
14,55031
14,8057
14,17179
14,20063
14,20105
14,20121
14,26029
14,26041
14,27049
14,27147
14,30087
14,31049
14,31101
14,31161
14,56017
14,12015
14,13151
14,17141
14,20167
14,26107
14,30069
14,30071
14,30083
14,31017
14,36045
14,36063
14,36117
14,38001
14,39093
14,46005
14,51570
14,56007
14,17119
14,17161
14,20001
14,20053
14,20065
14,20129
14,20159
14,26025
14,26105
14,27005
14,27009
14,27051
14,31079
14,31103
14,31119
14,37029
14,38087
14,38095
14,46071
14,53039
14,56003
14,2282
14,8121
14,13039
14,16061
14,20095
14,20133
14,20153
14,20165
14,21093
14,26049
14,26099
14,27099
14,27121
14,28033
14,40131
14,41035
14,41065
14,20047
14,26033
14,27111
14,27173
14,28059
14,30085
14,41015
14,45015
14,8009
14,8115
14,8125
14,17189
14,27069
14,27107
14,27133
14,27151
14,30079
14,31123
14,38023
14,41019
14,41037
14,46021
14,48233
14,49047
14,8043
14,16021
14,16035
14,17091
14,17103
14,17121
14,18019
14,19143
14,22115
14,26027
14,26039
14,26159
14,27023
14,27033
14,27047
14,27073
14,27089
14,27127
14,27129
14,27159
14,29099
14,31071
14,31173
14,38013
14,38065
14,40113
14,46003
14,46019
14,49013
14,17083
14,17095
14,17099
14,17195
14,18083
14,20021
14,26013
14,26017
14,27093
14,27101
14,30053
14,30077
14,31125
14,41013
14,41025
14,48059
14,12017
14,12053
14,17057
14,17183
14,20107
14,26127
14,26143
14,26149
14,27001
14,27097
14,27125
14,29079
14,41069
14,46123
14,48361
14,26023
14,27011
14,27143
14,29219
14,16009
14,16079
14,17075
14,17125
14,18051
14,19007
14,19051
14,20019
14,20049
14,21163
14,26001
14,26069
14,26123
14,26157
14,27065
14,27095
14,27115
14,27153
14,32023
14,40117
14,46073
14,55077
14,17035
14,26051
14,26113
14,55041
14,55053
14,55057
14,5053
14,17013
14,17061
14,17149
14,18055
14,26011
14,26063
14,26079
14,26151
14,26153
14,29011
14,29061
14,29063
14,32009
14,40081
14,55001
14,55107
14,55137
14,17017
14,17105
14,18001
14,18065
14,18113
14,19047
14,19089
14,19117
14,21005
14,21179
14,21225
14,22063
14,23021
14,26133
14,29045
14,29109
14,29171
14,35059
14,39097
14,39119
14,39129
14,39139
14,46057
14,54009
14,55078
14,55119
14,18115
14,18131
14,18145
14,18161
14,29013
14,29057
14,29083
14,29177
14,29199
14,29227
14,39007
14,39059
14,39073
14,39101
14,18017
14,18103
14,18109
14,18121
14,18165
14,19097
14,23025
14,29025
14,29197
14,39013
14,39081
14,39149
14,54051
14,55067
14,55083
14,55115
14,17171
14,18021
14,18073
14,18169
14,19005
14,19043
14,19177
14,29075
14,29117
14,29129
14,39147
14,42115
14,54057
14,55075
14,17015
14,17039
14,17169
14,18147
14,19009
14,19037
14,19133
14,19135
14,19159
14,19173
14,19185
14,31133
14,39143
14,39155
14,55027
14,55091
14,55099
14,55135
14,18085
14,18151
14,23017
14,26003
14,42007
14,42131
14,46077
14,55013
14,55047
14,17045
14,17085
14,17107
14,18029
14,18061
14,18091
14,19053
14,19123
14,26031
14,26097
14,31147
14,36009
14,36017
14,36075
14,39003
14,39027
14,40003
14,40103
14,42081
14,46039
14,46085
14,50011
14,55023
14,55069
14,55081
14,55103
14,55121
14,17023
14,17041
14,18095
14,19023
14,19115
14,19137
14,19141
14,19179
14,23001
14,26101
14,29209
14,31107
14,31151
14,39023
14,46097
14,48077
14,48199
14,13103
14,18177
14,19119
14,27081
14,31039
14,36057
14,36115
14,40037
14,40149
14,54035
14,55123
14,5005
14,12119
14,13223
14,17139
14,20073
14,21101
14,21157
14,24043
14,34033
14,36035
14,40051
14,40087
14,40129
14,40153
14,46037
14,46053
14,46059
14,48263
14,51005
14,51101
14,29027
14,36025
14,36039
14,36089
14,46129
14,2185
14,10005
14,30109
14,36099
14,40019
14,40075
14,46009
14,48159
14,1051
14,2070
14,5085
14,12129
14,13311
14,22019
14,27029
14,36105
14,37059
14,40009
14,46095
14,47009
14,48205
14,48231
14,1001
14,36019
14,37013
14,37043
14,37127
14,46091
14,47105
14,47163
14,48447
14,1077
14,1097
14,5051
14,5115
14,13029
14,21211
14,34001
14,38007
14,45003
14,13021
14,13185
14,21113
14,22017
14,25013
14,29161
14,37001
14,40123
14,47001
14,47113
14,48235
14,48417
14,51145
14,5007
14,8085
14,10001
14,13085
14,19167
14,21145
14,21209
14,36065
14,37097
14,47165
14,48053
14,48425
14,51019
14,8083
14,13077
14,21037
14,24047
14,36021
14,38093
14,47189
14,54011
14,18167
14,24045
14,51079
14,5031
14,9015
14,21021
14,51069
14,51820
14,54037
14,54039
14,17137
14,18035
14,34009
14,42095
14,42077
14,50005
14,54069
14,18005
14,26061
14,42043
14,50017
14,50021
14,18081
14,34015
14,34041
14,36077
14,21117
14,36085
14,39017
14,39025
14,13097
14,19021
14,30073
14,40047
14,40059
14,12089
14,18067
14,18163
14,19193
14,26083
14,29029
14,30059
14,34029
14,36015
14,36023
14,36041
14,36101
14,36123
14,40007
14,40083
14,8029
14,17201
14,18043
14,19139
14,35007
14,36051
14,40071
14,46047
14,51023
14,51115
14,8095
14,12071
14,12081
14,17029
14,26021
14,27083
14,36007
14,36053
14,36071
14,39095
14,46015
14,48033
14,48299
14,51775
14,55101
14,55127
14,21015
14,24037
14,27131
14,27149
14,30047
14,30093
14,31127
14,33001
14,36083
14,36113
14,38003
14,46035
14,46135
14,51177
14,15001
14,20037
14,27169
14,29077
14,29095
14,30099
14,37175
14,39113
14,44003
14,46013
14,18003
14,19163
14,20079
14,20113
14,27145
14,29101
14,36069
14,46081
14,29047
14,30045
14,30067
14,30081
14,31159
14,46033
14,46099
14,56029
14,2100
14,8015
14,12009
14,16025
14,27137
14,30029
14,46103
14,16085
14,17093
14,17197
14,27013
14,27027
14,29183
14,30001
14,35043
14,46083
14,26047
14,30057
14,30111
14,31075
14,55063
14,12115
14,17037
14,19049
14,26139
14,30043
14,33003
14,53037
14,55035
14,25023
14,33017
14,17167
14,19153
14,20051
14,25011
14,26111
14,31179
14,33013
